queryID, query, similarity, totalcount
58,""vulnerability" "tv set" -is:retweet -is:quote -is:reply",0.02551233429179684,0
59,""vulnerability" "health" -is:retweet -is:quote -is:reply",0.5429684314091341,533
60,""vulnerability" "wellness" -is:retweet -is:quote -is:reply",0.5081669615018708,31
61,""vulnerability" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.6159779033825216,0
62,""vulnerability" "NCDs" -is:retweet -is:quote -is:reply",0.2073632225194235,0
63,""vulnerability" "chronic diseases" -is:retweet -is:quote -is:reply",0.5487567641051403,0
64,""vulnerability" "diseases" -is:retweet -is:quote -is:reply",0.4940354406690735,26
65,""vulnerability" "disease" -is:retweet -is:quote -is:reply",0.509405334582957,71
66,""vulnerability" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.5768690624381265,0
67,""vulnerability" "asthma" -is:retweet -is:quote -is:reply",0.28738323087928397,37
68,""vulnerability" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.6112842986528764,0
69,""vulnerability" "COPD" -is:retweet -is:quote -is:reply",0.26188696123078775,1
70,""vulnerability" "lung cancer" -is:retweet -is:quote -is:reply",0.35766317607816017,0
71,""vulnerability" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.35440671972156407,2
72,""vulnerability" "sleep apnea" -is:retweet -is:quote -is:reply",0.20763993483405685,0
73,""vulnerability" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.5698998547045304,0
74,""vulnerability" "cancer" -is:retweet -is:quote -is:reply",0.36879012128681465,99
75,""vulnerability" "tumor" -is:retweet -is:quote -is:reply",0.3319266787444126,0
76,""vulnerability" "carcinoma" -is:retweet -is:quote -is:reply",0.27317843824800303,1
77,""vulnerability" "melanoma" -is:retweet -is:quote -is:reply",0.37458819210793964,7
78,""vulnerability" "malignancy" -is:retweet -is:quote -is:reply",0.48850810810632556,0
79,""vulnerability" "lymphoma" -is:retweet -is:quote -is:reply",0.21161653516448573,2
80,""vulnerability" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.5407957038995013,0
81,""vulnerability" "diabetes" -is:retweet -is:quote -is:reply",0.34613168156763485,4
82,""vulnerability" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.41376613980239796,0
83,""vulnerability" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.5673465168865091,0
84,""vulnerability" "heart failure" -is:retweet -is:quote -is:reply",0.5107494336735567,1
85,""vulnerability" "heart muscle disease" -is:retweet -is:quote -is:reply",0.5014779304405964,0
86,""vulnerability" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.43319383344567464,0
87,""vulnerability" "heart valve disease" -is:retweet -is:quote -is:reply",0.47764541853643133,0
88,""vulnerability" "pericardial disease" -is:retweet -is:quote -is:reply",0.5280756637324786,0
89,""vulnerability" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.5928910066882609,0
90,""vulnerability" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.528484885049553,0
91,""vulnerability" "stroke" -is:retweet -is:quote -is:reply",0.28795447113090683,22
92,""vulnerability" "vascular disease" -is:retweet -is:quote -is:reply",0.5606243913322798,0
93,""vulnerability" "heart attack" -is:retweet -is:quote -is:reply",0.429898222372792,1
94,""vulnerability" "unstable angina" -is:retweet -is:quote -is:reply",0.5083842621655551,0
95,""vulnerability" "high blood pressure" -is:retweet -is:quote -is:reply",0.48953935672957566,0
96,""vulnerability" "children" -is:retweet -is:quote -is:reply",0.3697051761150611,149
97,""vulnerability" "child" -is:retweet -is:quote -is:reply",0.3632857006345229,115
98,""vulnerability" "kid" -is:retweet -is:quote -is:reply",0,22
99,""vulnerability" "youngster" -is:retweet -is:quote -is:reply",0.23597919004910684,0
100,""vulnerability" "minor" -is:retweet -is:quote -is:reply",0.22486572251962528,15
101,""vulnerability" "baby" -is:retweet -is:quote -is:reply",0.04271676768192579,40
102,""vulnerability" "fitness" -is:retweet -is:quote -is:reply",0.4069985746685655,8
103,""vulnerability" "physical fitness" -is:retweet -is:quote -is:reply",0.5851404641444432,0
104,""vulnerability" "seaworthiness" -is:retweet -is:quote -is:reply",0.6214582661716644,0
105,""exposure" "habits" -is:retweet -is:quote -is:reply",0.3723505196278085,40
106,""exposure" "habit" -is:retweet -is:quote -is:reply",0.27819611078783346,32
107,""exposure" "substance abuse" -is:retweet -is:quote -is:reply",0.5765009966685326,6
108,""exposure" "drug abuse" -is:retweet -is:quote -is:reply",0.4458607577734371,0
109,""exposure" "lifestyle" -is:retweet -is:quote -is:reply",0.42556390686842266,222
110,""exposure" "life style" -is:retweet -is:quote -is:reply",0.375440019960607,7
111,""exposure" "life-style" -is:retweet -is:quote -is:reply",0.3594838880248742,7
112,""exposure" "modus vivendi" -is:retweet -is:quote -is:reply",0.07515145518438625,0
113,""exposure" "diets" -is:retweet -is:quote -is:reply",0.34613609377031473,12
114,""exposure" "diet" -is:retweet -is:quote -is:reply",0.34888321244241366,123
115,""exposure" "dieting" -is:retweet -is:quote -is:reply",0.5417094492579363,0
116,""exposure" "food" -is:retweet -is:quote -is:reply",0.3001784511489793,598
117,""exposure" "nutrient" -is:retweet -is:quote -is:reply",0.4842091963705174,7
118,""exposure" "solid food" -is:retweet -is:quote -is:reply",0.35946501637520534,0
119,""exposure" "food for thought" -is:retweet -is:quote -is:reply",0.4702000984692687,3
120,""exposure" "intellectual nourishment" -is:retweet -is:quote -is:reply",0.5285658362312101,0
121,""exposure" "healthy food" -is:retweet -is:quote -is:reply",0.39679123550244844,8
122,""exposure" "obesity" -is:retweet -is:quote -is:reply",0.46952344568024573,92
123,""exposure" "overweight" -is:retweet -is:quote -is:reply",0.5367490493417455,19
124,""exposure" "anorexia" -is:retweet -is:quote -is:reply",0.2227257858409163,3
125,""exposure" "bulimia" -is:retweet -is:quote -is:reply",0.12260180310219343,3
126,""exposure" "underweight" -is:retweet -is:quote -is:reply",0.5048014967872818,2
127,""exposure" "nutrition" -is:retweet -is:quote -is:reply",0.5075905816253106,37
128,""exposure" "nutriment" -is:retweet -is:quote -is:reply",0.5937488104429252,0
129,""exposure" "nourishment" -is:retweet -is:quote -is:reply",0.4989973574078199,1
130,""exposure" "sustenance" -is:retweet -is:quote -is:reply",0.4730776390001796,1
131,""exposure" "aliment" -is:retweet -is:quote -is:reply",0.39738718546385,0
132,""exposure" "alimentation" -is:retweet -is:quote -is:reply",0.5108146727801247,0
133,""exposure" "victuals" -is:retweet -is:quote -is:reply",0.22891707076242127,0
134,""exposure" "economical resources" -is:retweet -is:quote -is:reply",0.5060640387548379,0
135,""exposure" "physical exercise" -is:retweet -is:quote -is:reply",0.5770665213319466,2
136,""exposure" "exercise" -is:retweet -is:quote -is:reply",0.4879566253032369,170
137,""exposure" "exercising" -is:retweet -is:quote -is:reply",0.5466784726394859,35
138,""exposure" "physical exertion" -is:retweet -is:quote -is:reply",0.6271278077431579,2
139,""exposure" "workout" -is:retweet -is:quote -is:reply",0.3279339899053893,31
140,""exposure" "sleep quality" -is:retweet -is:quote -is:reply",0.5326379058514222,15
141,""exposure" "sexual education" -is:retweet -is:quote -is:reply",0.4694597295587513,0
142,""exposure" "activities" -is:retweet -is:quote -is:reply",0.5035610291221404,227
143,""exposure" "activity" -is:retweet -is:quote -is:reply",0.6340658297895425,179
144,""exposure" "activeness" -is:retweet -is:quote -is:reply",0.6285354119770128,1
145,""exposure" "bodily process" -is:retweet -is:quote -is:reply",0.5158493610948613,0
146,""exposure" "body process" -is:retweet -is:quote -is:reply",0.4915795752969269,0
147,""exposure" "bodily function" -is:retweet -is:quote -is:reply",0.5283117921887546,0
148,""exposure" "natural process" -is:retweet -is:quote -is:reply",0.5361624782877227,0
149,""exposure" "natural action" -is:retweet -is:quote -is:reply",0.5373805554403569,0
150,""exposure" "computer" -is:retweet -is:quote -is:reply",0.3589959651778695,94
151,""exposure" "computing machine" -is:retweet -is:quote -is:reply",0.4387991403439338,0
152,""exposure" "computing device" -is:retweet -is:quote -is:reply",0.4975943669779324,0
153,""exposure" "data processor" -is:retweet -is:quote -is:reply",0.3951417205056781,0
154,""exposure" "electronic computer" -is:retweet -is:quote -is:reply",0.42114962625501057,0
155,""exposure" "information processing system" -is:retweet -is:quote -is:reply",0.5504600501503348,0
156,""exposure" "smartphone" -is:retweet -is:quote -is:reply",0.29146230668605994,30
157,""exposure" "IPhone" -is:retweet -is:quote -is:reply",0.09591336469271555,163
158,""exposure" "Android" -is:retweet -is:quote -is:reply",0.10989438324211209,28
159,""exposure" "TV" -is:retweet -is:quote -is:reply",0,533
160,""exposure" "television" -is:retweet -is:quote -is:reply",0.24489691533011718,158
161,""exposure" "telecasting" -is:retweet -is:quote -is:reply",0.4752702763586502,0
162,""exposure" "tv" -is:retweet -is:quote -is:reply",0,533
163,""exposure" "tv set" -is:retweet -is:quote -is:reply",0.12166099705012476,0
164,""exposure" "health" -is:retweet -is:quote -is:reply",0.4811084318998766,3011
165,""exposure" "wellness" -is:retweet -is:quote -is:reply",0.4823066610867456,99
166,""exposure" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.5958157015364446,3
167,""exposure" "NCDs" -is:retweet -is:quote -is:reply",0.20005519218938886,5
168,""exposure" "chronic diseases" -is:retweet -is:quote -is:reply",0.5783276374106905,11
169,""exposure" "diseases" -is:retweet -is:quote -is:reply",0.5088033160311566,277
170,""exposure" "disease" -is:retweet -is:quote -is:reply",0.5166605373503632,630
171,""exposure" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.627896010491704,1
172,""exposure" "asthma" -is:retweet -is:quote -is:reply",0.4181675360893292,229
173,""exposure" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.6151314154893214,10
174,""exposure" "COPD" -is:retweet -is:quote -is:reply",0.3453444435652792,63
175,""exposure" "lung cancer" -is:retweet -is:quote -is:reply",0.46440517516715263,125
176,""exposure" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.4408288600975065,2
177,""exposure" "sleep apnea" -is:retweet -is:quote -is:reply",0.3336137678412614,1
178,""exposure" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.6246004392079788,3
179,""exposure" "cancer" -is:retweet -is:quote -is:reply",0.4236537064941643,1290
180,""exposure" "tumor" -is:retweet -is:quote -is:reply",0.36983446540401427,15
181,""exposure" "carcinoma" -is:retweet -is:quote -is:reply",0.361709051913277,16
182,""exposure" "melanoma" -is:retweet -is:quote -is:reply",0.439566119836829,40
183,""exposure" "malignancy" -is:retweet -is:quote -is:reply",0.5304268188007452,2
184,""exposure" "lymphoma" -is:retweet -is:quote -is:reply",0.33156365146026795,41
185,""exposure" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.5701695995508822,0
186,""exposure" "diabetes" -is:retweet -is:quote -is:reply",0.42109677987048866,85
187,""exposure" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.47781218153757377,0
188,""exposure" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.587304782673503,10
189,""exposure" "heart failure" -is:retweet -is:quote -is:reply",0.41732346206480403,14
190,""exposure" "heart muscle disease" -is:retweet -is:quote -is:reply",0.47255329667542845,0
191,""exposure" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.4619123820909188,0
192,""exposure" "heart valve disease" -is:retweet -is:quote -is:reply",0.4494667137572418,0
193,""exposure" "pericardial disease" -is:retweet -is:quote -is:reply",0.5712239001283428,0
194,""exposure" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.5921856506022078,0
195,""exposure" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.4965976175367793,0
196,""exposure" "stroke" -is:retweet -is:quote -is:reply",0.37177024417565113,127
197,""exposure" "vascular disease" -is:retweet -is:quote -is:reply",0.5643342880863932,0
198,""exposure" "heart attack" -is:retweet -is:quote -is:reply",0.3588589247321344,16
199,""exposure" "unstable angina" -is:retweet -is:quote -is:reply",0.4701201814737971,0
200,""exposure" "high blood pressure" -is:retweet -is:quote -is:reply",0.5448293741715203,13
201,""exposure" "children" -is:retweet -is:quote -is:reply",0.3461288332715944,1506
202,""exposure" "child" -is:retweet -is:quote -is:reply",0.3094427949128312,475
203,""exposure" "kid" -is:retweet -is:quote -is:reply",0,132
204,""exposure" "youngster" -is:retweet -is:quote -is:reply",0.21438763798614371,3
205,""exposure" "minor" -is:retweet -is:quote -is:reply",0.22515335582004808,60
206,""exposure" "baby" -is:retweet -is:quote -is:reply",0.11785374257330981,322
207,""exposure" "fitness" -is:retweet -is:quote -is:reply",0.40487138152087404,60
208,""exposure" "physical fitness" -is:retweet -is:quote -is:reply",0.5267035294447076,0
209,""exposure" "seaworthiness" -is:retweet -is:quote -is:reply",0.46051191987039314,0
210,""habits" "lifestyle" -is:retweet -is:quote -is:reply",0.6468560592585987,2584
211,""habits" "life style" -is:retweet -is:quote -is:reply",0.4968073019624139,90
212,""habits" "life-style" -is:retweet -is:quote -is:reply",0.3602025648100055,90
213,""habits" "modus vivendi" -is:retweet -is:quote -is:reply",0.12351086947776975,0
214,""habits" "diets" -is:retweet -is:quote -is:reply",0.556331492304192,117
215,""habits" "diet" -is:retweet -is:quote -is:reply",0.553924197778817,1774
216,""habits" "dieting" -is:retweet -is:quote -is:reply",0.5086135855435611,84
217,""habits" "food" -is:retweet -is:quote -is:reply",0.3672630141893244,2477
218,""habits" "nutrient" -is:retweet -is:quote -is:reply",0.421631653439831,59
219,""habits" "solid food" -is:retweet -is:quote -is:reply",0.361529779935956,0
220,""habits" "food for thought" -is:retweet -is:quote -is:reply",0.42844702054194894,1
221,""habits" "intellectual nourishment" -is:retweet -is:quote -is:reply",0.41134656745943426,0
222,""habits" "healthy food" -is:retweet -is:quote -is:reply",0.4838741774373824,116
223,""habits" "obesity" -is:retweet -is:quote -is:reply",0.43569347401158404,154
224,""habits" "overweight" -is:retweet -is:quote -is:reply",0.4021901566388998,77
225,""habits" "anorexia" -is:retweet -is:quote -is:reply",0.28570404155306767,14
226,""habits" "bulimia" -is:retweet -is:quote -is:reply",0.23527920971907557,4
227,""habits" "underweight" -is:retweet -is:quote -is:reply",0.30020604949631513,12
228,""habits" "nutrition" -is:retweet -is:quote -is:reply",0.4211407936040454,703
229,""habits" "nutriment" -is:retweet -is:quote -is:reply",0.4120708053386443,0
230,""habits" "nourishment" -is:retweet -is:quote -is:reply",0.42017125758477736,10
231,""habits" "sustenance" -is:retweet -is:quote -is:reply",0.38711919798614997,5
232,""habits" "aliment" -is:retweet -is:quote -is:reply",0.24110443863314543,0
233,""habits" "alimentation" -is:retweet -is:quote -is:reply",0.25305048296942245,0
234,""habits" "victuals" -is:retweet -is:quote -is:reply",0.32739292191476915,0
235,""habits" "economical resources" -is:retweet -is:quote -is:reply",0.3437648046392249,0
236,""habits" "physical exercise" -is:retweet -is:quote -is:reply",0.4820865871492503,14
237,""habits" "exercise" -is:retweet -is:quote -is:reply",0.45206260987122093,1370
238,""habits" "exercising" -is:retweet -is:quote -is:reply",0.47191771316916675,185
239,""habits" "physical exertion" -is:retweet -is:quote -is:reply",0.3971474139200313,0
240,""habits" "workout" -is:retweet -is:quote -is:reply",0.32968213189411577,423
241,""habits" "sleep quality" -is:retweet -is:quote -is:reply",0.4601332652956101,99
242,""habits" "sexual education" -is:retweet -is:quote -is:reply",0.3628634420431768,0
243,""habits" "activities" -is:retweet -is:quote -is:reply",0.3922456899131715,340
244,""habits" "activity" -is:retweet -is:quote -is:reply",0.40773588617474094,328
245,""habits" "activeness" -is:retweet -is:quote -is:reply",0.41848155952187155,0
246,""habits" "bodily process" -is:retweet -is:quote -is:reply",0.4274361029117917,0
247,""habits" "body process" -is:retweet -is:quote -is:reply",0.4081942044916515,0
248,""habits" "bodily function" -is:retweet -is:quote -is:reply",0.3794306384353573,0
249,""habits" "natural process" -is:retweet -is:quote -is:reply",0.3963583355088575,1
250,""habits" "natural action" -is:retweet -is:quote -is:reply",0.29973239290523973,0
251,""habits" "computer" -is:retweet -is:quote -is:reply",0.2593615993706879,69
252,""habits" "computing machine" -is:retweet -is:quote -is:reply",0.2629930093639421,0
253,""habits" "computing device" -is:retweet -is:quote -is:reply",0.2779864496691719,0
254,""habits" "data processor" -is:retweet -is:quote -is:reply",0.23170429847642957,0
255,""habits" "electronic computer" -is:retweet -is:quote -is:reply",0.22834223450151783,0
256,""habits" "information processing system" -is:retweet -is:quote -is:reply",0.319094840679989,0
257,""habits" "smartphone" -is:retweet -is:quote -is:reply",0.2478119811452524,34
258,""habits" "IPhone" -is:retweet -is:quote -is:reply",0.06228348154308502,75
259,""habits" "Android" -is:retweet -is:quote -is:reply",0.049571198970634306,81
260,""habits" "TV" -is:retweet -is:quote -is:reply",0,364
261,""habits" "television" -is:retweet -is:quote -is:reply",0.09582173913392988,36
262,""habits" "telecasting" -is:retweet -is:quote -is:reply",0.22404308846598225,0
263,""habits" "tv" -is:retweet -is:quote -is:reply",0.06934080153384084,364
264,""habits" "tv set" -is:retweet -is:quote -is:reply",0.09203321492361267,1
265,""habits" "health" -is:retweet -is:quote -is:reply",0.35547632205531193,6698
266,""habits" "wellness" -is:retweet -is:quote -is:reply",0.46555744812652966,833
267,""habits" "noncommunicable diseases" -is:retweet -is:quote -is:reply",0.38626354193600243,0
268,""habits" "NCDs" -is:retweet -is:quote -is:reply",0.1062116330830095,5
269,""habits" "chronic diseases" -is:retweet -is:quote -is:reply",0.384035049802544,14
270,""habits" "diseases" -is:retweet -is:quote -is:reply",0.349515065993049,152
271,""habits" "disease" -is:retweet -is:quote -is:reply",0.3153288920173126,623
272,""habits" "chronic respiratory diseases" -is:retweet -is:quote -is:reply",0.3748777808675679,0
273,""habits" "asthma" -is:retweet -is:quote -is:reply",0.27398119780911423,18
274,""habits" "chronic obstructive pulmonary disease" -is:retweet -is:quote -is:reply",0.3795436938604206,0
275,""habits" "COPD" -is:retweet -is:quote -is:reply",0.2087011649995078,5
276,""habits" "lung cancer" -is:retweet -is:quote -is:reply",0.21176858172675087,23
277,""habits" "cystic fibrosis" -is:retweet -is:quote -is:reply",0.24520373696201112,0
278,""habits" "sleep apnea" -is:retweet -is:quote -is:reply",0.3598443275661544,3
279,""habits" "occupational lung diseases" -is:retweet -is:quote -is:reply",0.3460679203157124,0
280,""habits" "cancer" -is:retweet -is:quote -is:reply",0.20008131779783858,479
281,""habits" "tumor" -is:retweet -is:quote -is:reply",0.2246330423880123,0
282,""habits" "carcinoma" -is:retweet -is:quote -is:reply",0.16539919444613688,4
283,""habits" "melanoma" -is:retweet -is:quote -is:reply",0.23575694368033479,0
284,""habits" "malignancy" -is:retweet -is:quote -is:reply",0.33924752918524326,0
285,""habits" "lymphoma" -is:retweet -is:quote -is:reply",0.12567086211093384,0
286,""habits" "malignant neoplastic disease" -is:retweet -is:quote -is:reply",0.3560219000544138,0
287,""habits" "diabetes" -is:retweet -is:quote -is:reply",0.32434704057991515,303
288,""habits" "insulin-dependent diabetes" -is:retweet -is:quote -is:reply",0.26362500695829283,0
289,""habits" "cardiovascular diseases" -is:retweet -is:quote -is:reply",0.3753167839970846,3
290,""habits" "heart failure" -is:retweet -is:quote -is:reply",0.31519824127909307,3
291,""habits" "heart muscle disease" -is:retweet -is:quote -is:reply",0.38311080650679324,0
292,""habits" "cardiomyopathy" -is:retweet -is:quote -is:reply",0.3142424340982147,0
293,""habits" "heart valve disease" -is:retweet -is:quote -is:reply",0.33878436199237927,0
294,""habits" "pericardial disease" -is:retweet -is:quote -is:reply",0.32661577291002053,0
295,""habits" "peripheral vascular disease" -is:retweet -is:quote -is:reply",0.32101282362841416,0
296,""habits" "rheumatic heart disease" -is:retweet -is:quote -is:reply",0.36167974580647855,0
297,""habits" "stroke" -is:retweet -is:quote -is:reply",0.14939539834997312,71
298,""habits" "vascular disease" -is:retweet -is:quote -is:reply",0.32194726064794904,0
299,""habits" "heart attack" -is:retweet -is:quote -is:reply",0.21739800662333375,26
300,""habits" "unstable angina" -is:retweet -is:quote -is:reply",0.24237692518613477,0
301,""habits" "high blood pressure" -is:retweet -is:quote -is:reply",0.22966075757118162,20
302,""habits" "children" -is:retweet -is:quote -is:reply",0.35462704422322583,1074
303,""habits" "child" -is:retweet -is:quote -is:reply",0.3386258892030576,692
304,""habits" "kid" -is:retweet -is:quote -is:reply",0.13749161603145754,140
305,""habits" "youngster" -is:retweet -is:quote -is:reply",0.30250838625281395,0
306,""habits" "minor" -is:retweet -is:quote -is:reply",0.09984234390843982,42
307,""habits" "baby" -is:retweet -is:quote -is:reply",0.23516766722101987,257
308,""habits" "fitness" -is:retweet -is:quote -is:reply",0.40518139203176917,1119
309,""habits" "physical fitness" -is:retweet -is:quote -is:reply",0.4544157130990789,17
310,""habits" "seaworthiness" -is:retweet -is:quote -is:reply",0.3619212802239751,0
311,""habit" "lifestyle" -is:retweet -is:quote -is:reply",0.4685736345138125,864
312,""habit" "life style" -is:retweet -is:quote -is:reply",0.43929406616275907,26
313,""habit" "life-style" -is:retweet -is:quote -is:reply",0.29552200498611164,26
314,""habit" "modus vivendi" -is:retweet -is:quote -is:reply",0.13954814258528034,1
315,""habit" "diets" -is:retweet -is:quote -is:reply",0.38476118507234053,4
316,""habit" "diet" -is:retweet -is:quote -is:reply",0.4475003014060817,595
317,""habit" "dieting" -is:retweet -is:quote -is:reply",0.37692563335074447,9
318,""habit" "food" -is:retweet -is:quote -is:reply",0.24582771225637012,1290
319,""habit" "nutrient" -is:retweet -is:quote -is:reply",0.3463747127805854,6
320,""habit" "solid food" -is:retweet -is:quote -is:reply",0.2723812604124531,1
321,""habit" "food for thought" -is:retweet -is:quote -is:reply",0.3432564353589832,6
322,""habit" "intellectual nourishment" -is:retweet -is:quote -is:reply",0.33431023774844926,0
323,""habit" "healthy food" -is:retweet -is:quote -is:reply",0.34264495623026064,22
324,""habit" "obesity" -is:retweet -is:quote -is:reply",0.30830899355047,18
325,""habit" "overweight" -is:retweet -is:quote -is:reply",0.3499872118478654,6
326,""habit" "anorexia" -is:retweet -is:quote -is:reply",0.24211486136437577,1
327,""habit" "bulimia" -is:retweet -is:quote -is:reply",0.1790899104446308,3
328,""habit" "underweight" -is:retweet -is:quote -is:reply",0.25044453425358765,2
329,""habit" "nutrition" -is:retweet -is:quote -is:reply",0.24877011554934178,72
330,""habit" "nutriment" -is:retweet -is:quote -is:reply",0.3176697645301911,0
331,""habit" "nourishment" -is:retweet -is:quote -is:reply",0.3671456109046066,4
332,""habit" "sustenance" -is:retweet -is:quote -is:reply",0.316536999396235,7
333,""habit" "aliment" -is:retweet -is:quote -is:reply",0.2251809886638997,0
334,""habit" "alimentation" -is:retweet -is:quote -is:reply",0.17209280466151775,0
335,""habit" "victuals" -is:retweet -is:quote -is:reply",0.2693339248926598,0
336,""habit" "economical resources" -is:retweet -is:quote -is:reply",0.22455992757253376,0
337,""habit" "physical exercise" -is:retweet -is:quote -is:reply",0.38802489423683345,3
